School Yr,Location,District ID,District Name,School ID,School Name,School Type,Grade Band,Virtual Status,Governance,ADM,Total Expenditures,Per Pupil Exp,Fed Per Pupil Exp,State/Local Per Pupil Exp,Direct Classroom Expenditures,Classroom Support,Building Support,Central Support,Other Expenditures,ESD Direct Support,School Expenditures,District Expenditures,General Fund,Special State and Local Revenue Funds,Special Federal Revenue Funds,Special Revenue Funds,Trust and Agency Funds,Internal Service Funds,Enterprise Funds,ESD General Fund,ESD Special Revenue Funds,ESD Internal
23-24,Lake Oswego SD 7J-Lake Grove Elementary School,1923,Lake Oswego SD 7J,55,Lake Grove Elementary School,Regular,Elementary,Not Virtual,Public,441.75,8248303.306245244,18671.880715891893,213.6039246763368,18458.276791215558,4818131.73031703,1366995.5296852465,1479312.2855610964,263648.25963327655,320215.50104859436,195901.921948678,4577657.72,3474743.664296566,6761116.544951861,1022919.3017485037,94359.53372577178,174006.00387042965,0,0,0,194064.97979430915,1836.9421543688513,0
23-24,Lake Oswego SD 7J-River Grove Elementary School,1923,Lake Oswego SD 7J,56,River Grove Elementary School,Regular,Elementary,Not Virtual,Public,347.11,7115673.546698554,20499.765338649286,704.2187153766911,19795.546623272596,4411286.207617304,1162563.36241346,1083046.5007871245,207164.56683940382,251612.90904126223,153932.1247936743,4231422.75,2730318.671904881,5653834.338964891,898558.6202938837,244441.35829440327,164907.10435170308,0,0,0,152488.72696412596,1443.3978295483237,0
23-24,Lake Oswego SD 7J-Westridge Elementary School,1923,Lake Oswego SD 7J,58,Westridge Elementary School,Regular,Elementary,Not Virtual,Public,462.23,8379046.001007672,18127.438723163083,213.6039246763368,17913.834798486747,5143129.510706827,1365012.6475986678,1259971.536873131,275871.27345849335,335061.03237055294,204984.14348010736,4538225.38,3635836.477527565,6933356.2892905455,982878.3519533919,98734.14210314315,159093.07418048376,0,0,0,203062.038733047,1922.1047470603603,0
23-24,Lake Oswego SD 7J-Lake Oswego Middle School,1923,Lake Oswego SD 7J,59,Lake Oswego Middle School,Regular,Junior High/Middle School,Not Virtual,Public,838.2033333333334,15269547.917772613,18216.997368704426,213.6039246763368,18003.39344402809,8754043.751755975,3193235.639254041,2214409.895373619,500262.2525232474,607596.3788657279,371716.22859940777,8304641.600000001,6593190.089173204,12960012.871336276,1500959.2812485984,179043.52167678776,257816.01491154204,0,0,0,368230.7027659443,3485.5258334634655,0
23-24,Lake Oswego SD 7J-Lakeridge Middle School,1923,Lake Oswego SD 7J,60,Lakeridge Middle School,Regular,Junior High/Middle School,Not Virtual,Public,832.66,14979839.573617352,17990.34368603914,213.60392467633682,17776.739761362805,8608097.523748452,3050037.8603119804,2221172.216790951,496953.8423684076,603578.130397561,369257.9384941397,8060994.63,6549587.005123211,12739881.312414525,1432763.3950782323,177859.4439209986,260077.48370945544,0,0,0,365795.46366843116,3462.4748257085857,0
23-24,Lake Oswego SD 7J-Lake Oswego High School,1923,Lake Oswego SD 7J,61,Lake Oswego High School,Regular,High School,Not Virtual,Public,1289.14,24225969.389376786,18792.349465051728,229.43024299707773,18562.91922205465,12894538.798452284,5840898.649663473,3786667.473925596,769393.3614570282,934471.105878404,571692.1418470148,13514082.46,10140194.78752977,20617351.639744747,2307614.419566873,295767.7034572528,433543.48476089566,0,0,0,566331.4726701431,5360.669176871672,0
23-24,Lake Oswego SD 7J-Lakeridge High School,1923,Lake Oswego SD 7J,62,Lakeridge High School,Regular,High School,Not Virtual,Public,1215.5114814814815,23990081.81847859,19736.614737064567,216.37797498468132,19520.236762079887,12608927.579714935,5877029.681869338,3897575.366787312,725449.8849051687,881099.3052018378,539040.2611723988,13889998.39,9561043.167306194,20415141.569781683,2350986.915857361,263009.9129335929,421903.1587335551,0,0,0,533985.7636524154,5054.4975199834,0
23-24,Lake Oswego SD 7J-Oak Creek Elementary School,1923,Lake Oswego SD 7J,1288,Oak Creek Elementary School,Regular,Elementary,Not Virtual,Public,406.57666666666665,7859187.007323834,19330.14767364212,218.83791908493544,19111.309754557187,4782042.933410595,1340315.4044016493,1199453.725299933,242655.87000377016,294719.0742078868,180303.67950081947,4480808.18,3198075.1478230148,6430363.711354562,987360.2475815148,88974.39168182276,172184.97720511537,0,0,0,178612.99966384657,1690.6798369728872,0
23-24,Lake Oswego SD 7J-Harmony Academy,1923,Lake Oswego SD 7J,5455,Harmony Academy,Charter,High School,Not Virtual,Public,34.068518518518516,283086.4903902984,8309.327869259181,213.6039246763368,8095.7239445828445,108642.52663674527,62867.84145356004,66547.54653749813,20333.006487134036,24695.569275361002,15108.292599257284,0,267978.19779104117,227856.24767603338,30307.457552022563,7277.169263464014,2537.3232995212393,0,0,0,14966.624466142257,141.66813311502548,0
23-24,Lake Oswego SD 7J-Palisades World Language School,1923,Lake Oswego SD 7J,5677,Palisades World Language School,Regular,Elementary,Not Virtual,Public,225.91,4462298.3989443425,19752.549240601755,213.6039246763368,19538.94531592542,2551343.6076933113,876007.1683164551,736360.9513428574,134829.15299095304,163757.518600765,100183.8215900981,2585138.14,1776976.4373542438,3981790.1486011883,238843.24216729932,48255.26262363124,93225.92396212509,0,0,0,99244.41332276711,939.4082673309953,0
23-24,North Clackamas SD 12-Bilquist Elementary School,1924,North Clackamas SD 12,65,Bilquist Elementary School,Regular,Elementary,Not Virtual,Public,378.08,10017361.397799822,26495.34859765082,1297.2955961105104,25198.05300154031,5032705.416191165,1822762.213123455,1352664.416674169,316753.36173073493,1492475.9900802984,255454.83476601625,5209951.75,4551954.813033806,7026904.336034613,1043974.7630698751,490481.51897746173,0,131240.35738153302,1011378.8389205985,57926.74864972508,207757.21198076644,47697.62278524983,0
23-24,North Clackamas SD 12-Whitcomb Elementary School,1924,North Clackamas SD 12,72,Whitcomb Elementary School,Regular,Elementary,Not Virtual,Public,438.93,11303697.825133242,25752.84857524717,1995.8111251013981,23757.037450145774,5872866.153442097,1802950.0650631562,1527466.2464121166,367733.15981927497,1732682.2003965972,296568.955310642,5722560.72,5284568.1498226,7809498.942950361,927841.0094814862,876021.3771407567,0,152362.8069865539,1174154.9771673148,67249.75609612736,241194.64942530103,55374.30588534096,0
23-24,North Clackamas SD 12-Riverside Elementary School,1924,North Clackamas SD 12,76,Riverside Elementary School,Regular,Elementary,Not Virtual,Public,334.82643564356437,8559950.8785868,25565.33764167653,1851.5269303676307,23713.8107113089,4051991.2116831485,1645529.6427197356,1260182.3117193468,280515.76144313,1321731.95102144,226229.9825238598,4302524.31,4031196.5860629412,5929218.401262823,721362.6930445364,619940.1625930638,0,116226.03965998268,895673.8566470341,51299.742855501754,183989.12073308416,42240.861790775656,0
23-24,North Clackamas SD 12-Sunnyside Elementary School,1924,North Clackamas SD 12,78,Sunnyside Elementary School,Regular,Elementary,Not Virtual,Public,397.6,9518540.999692153,23939.992453954106,802.3371840213865,23137.65526993272,4518928.0975180045,1639813.7851721481,1457160.5477043209,333107.1112572477,1569531.4580404325,268643.78518559056,4462928.23,4786968.984506563,7059648.507916214,608710.1687552432,319009.2643669033,0,138016.20317101548,1063595.6050434564,60917.46525373121,218483.56824892282,50160.216936667726,0
23-24,North Clackamas SD 12-View Acres Elementary School,1924,North Clackamas SD 12,79,View Acres Elementary School,Regular,Elementary,Not Virtual,Public,374.85,9157294.201708008,24429.22289371217,800.14503293560006,23629.077860776568,4472783.491709316,1490819.4266983897,1399830.357210676,314135.4053490425,1479725.5207405838,253272.4418431052,4390955.05,4513066.709864902,6736065.975421008,677731.9365553394,299934.3655959097,0,130119.14929239223,1002738.4621492445,57431.87085100891,205982.30774172215,47290.13410138304,0
23-24,North Clackamas SD 12-Rowe Middle School,1924,North Clackamas SD 12,84,Rowe Middle School,Regular,Junior High/Middle School,Not Virtual,Public,726.9851485148515,17488926.250181664,24056.786147433086,1174.8124071664413,22881.973740266643,7787427.441898975,3609278.737272311,2613332.035560283,609104.1820239018,2869783.853426195,491197.28891030786,8245074.64,8752654.321271358,12234297.977604935,1600909.0282250212,854071.1723009855,0,252353.4455727782,1944713.8050610174,111383.53250661993,399482.6692945117,91714.61961579617,0
23-24,North Clackamas SD 12-Clackamas High School,1924,North Clackamas SD 12,85,Clackamas High School,Regular,High School,Not Virtual,Public,1266.8149504950495,28662423.725653183,22625.58056680054,1386.4148694282874,21239.165697372253,10685703.076101532,7032252.552120194,4816235.374617543,1127463.315575702,5000769.407238212,855940.5518880448,12554461.35,15252021.82376514,19980673.88839938,2046865.1250606827,1756331.0841803965,0,439740.91948592727,3388779.7126506,194092.4439881524,696122.3609035235,159818.1909845213,0
23-24,North Clackamas SD 12-Milwaukie High School,1924,North Clackamas SD 12,86,Milwaukie High School,Regular,High School,Not Virtual,Public,925.3438613861387,24076604.406267624,26019.089131041037,1355.4148478782697,24663.674283162767,10059619.61320386,5831788.706320957,3688225.191591618,844163.2997031279,3652807.5954480637,625221.0199220893,12310557.52,11140825.866345538,17021397.537130743,2237446.8725333577,1254224.8091157838,0,321208.366137126,2475331.1471937587,141774.6542347675,508481.9635132802,116739.0564088091,0
23-24,North Clackamas SD 12-Putnam High School,1924,North Clackamas SD 12,87,Putnam High School,Regular,High School,Not Virtual,Public,1045.0486138613862,24497806.69246154,23441.786695399507,1356.790761963912,22084.995933435595,9430948.837529525,5963403.114558391,3966318.262899401,1011792.7283872166,4125343.749087008,706101.1451978808,11209675.11,12582030.437263662,16948569.218765777,2106802.325225049,1417912.3050903203,0,362760.6685469849,2795546.0582488095,160114.97138672273,574260.4380030844,131840.70719479636,0
23-24,North Clackamas SD 12-Mount Scott Elementary School,1924,North Clackamas SD 12,1264,Mount Scott Elementary School,Regular,Elementary,Not Virtual,Public,420.58980198019805,10361200.02751857,24634.92927963667,860.948266407827,23773.981013228844,5155078.374785941,1697435.9181528958,1496033.8756743043,352367.8419564427,1660284.0169489866,284177.15395980485,5013264.4799999995,5063758.393558766,7639129.872476716,740256.4142371324,362106.0608836627,0,145996.4978917409,1125094.2276464696,64439.800423044275,231116.60137258942,53060.55258721543,0
23-24,North Clackamas SD 12-Sojourner School,1924,North Clackamas SD 12,2733,Sojourner School,Regular,Elementary,Not Virtual,Public,159.13,3554571.977024931,22337.535204077994,1101.0040121535048,21236.53119192449,1877407.951144467,486507.92774633784,429201.1726704945,133318.24601198648,628136.6794516449,107518.32378416254,1531182.49,1915871.1632407682,2556934.663295038,209649.90831519582,175202.76845398723,0,55206.54236067327,425678.99554971134,24380.775266162593,87442.88283564158,20075.44094852096,0
23-24,North Clackamas SD 12-Sabin-Schellenberg Professional-Technical Center,1924,North Clackamas SD 12,2734,Sabin-Schellenberg Professional-Technical Center,Alternative,NA,NA,Public,0.01,8848068.903238675,884806890.3238674,67642021.60785806,817164868.7160094,6265208.112459696,1622307.9159641643,876621.8317320851,83891.56794545417,39.47513727465876,6.756634436257308,8847941.75,120.39660423809264,7668170.6920142835,503439.48475701094,676420.2160785807,0,3.4712324741201077,26.75039248097224,1.5321294077900203,5.495059563604699,1.2615748726526088,0
23-24,North Clackamas SD 12-Spring Mountain Elementary School,1924,North Clackamas SD 12,3198,Spring Mountain Elementary School,Regular,Elementary,Not Virtual,Public,351.34,8808042.447584609,25069.853838403284,783.3218957499465,24286.53194265334,4184753.9489637217,1590090.1449481451,1351928.1450785615,294350.73558632145,1386919.473007861,237387.59428346422,4340640.56,4230014.2933011465,6543744.139840248,636061.9928226034,275212.3148527862,0,121958.28174573585,939848.2894264788,53829.834613294566,193063.42270768748,44324.17157577676,0
23-24,North Clackamas SD 12-Oak Grove Elementary,1924,North Clackamas SD 12,3342,Oak Grove Elementary,Regular,Elementary,Not Virtual,Public,287.01,7446516.343192518,25945.14596422605,1521.5990778837768,24423.546886342272,3606549.9357385375,1296771.0274792712,1169764.0525749929,240455.4124797351,1132975.9149199813,193922.164955021,3797091.2399999998,3455502.938237497,5257262.411953804,647253.110971183,436714.15134342277,0,99627.84323972122,767763.0145963844,43973.646132981376,157713.70453501848,36208.46042000253,0
23-24,North Clackamas SD 12-Alder Creek Middle School,1924,North Clackamas SD 12,3530,Alder Creek Middle School,Regular,Junior High/Middle School,Not Virtual,Public,845.9403921568628,19238143.85881948,22741.725111114152,1001.2892431630121,21740.43586795114,8836400.658375714,3344101.1717673973,3009556.4717235183,708724.2462957642,3339361.3106570826,571570.9984668071,8481737.8,10184835.06035267,13214906.262268795,1918457.241241168,847031.0150237668,0,293645.57604248007,2262923.750570365,129609.01520609517,464849.2842161078,106721.71425069921,0
23-24,North Clackamas SD 12-New Urban High School,1924,North Clackamas SD 12,4004,New Urban High School,Regular,High School,Supplemental Virtual,Public,302.54049504950495,6232777.917568569,20601.466645146775,747.7871571955615,19853.679487951213,2481968.024580271,1196251.8714087969,1106383.3377374439,253891.92651981447,1194282.7573222427,204415.55272138186,2385877.54,3642484.8248471874,4442431.910830022,399014.9008248769,226235.89672960714,0,105018.83911522152,809307.6983961897,46353.11895126975,166247.8040699482,38167.74865143364,0
23-24,North Clackamas SD 12-Milwaukie El Puente Elementary School,1924,North Clackamas SD 12,4005,Milwaukie El Puente Elementary School,Regular,Elementary,Not Virtual,Public,435.8242574257426,5541646.582452678,12715.323867434996,697.6078580656521,12017.716009369344,1381234.2713059774,899365.3758165679,1175493.5107482949,365131.18563109706,1720422.2389507408,294470.51858790417,0,5247176.063864774,2985048.126474637,574187.8691060469,304034.4267158256,0,151284.73153855192,1165846.9938866897,66773.91614302284,239488.0253818243,54982.4932060799,0
23-24,North Clackamas SD 12-Clackamas Web Academy,1924,North Clackamas SD 12,4223,Clackamas Web Academy,Charter,Combined,Focus Virtual,Public,531.750297029703,6761377.24333743,12715.323867434994,697.6078580656521,12017.716009369342,1685247.485701736,1097318.0073855214,1434222.6547667459,445497.4983746172,2099091.5971088097,359284.23684009427,0,6402093.006497336,3642064.8939470677,700568.0953865102,370953.1857366654,0,184582.8899172518,1422452.9147418125,81471.02676802862,292199.95551427087,67084.28132582344,0
23-24,North Clackamas SD 12-Clackamas Middle College,1924,North Clackamas SD 12,4226,Clackamas Middle College,Charter,High School,Not Virtual,Public,269.1068316831683,3421780.5197908017,12715.323867434994,697.607858065652,12017.716009369342,852865.7417071211,555327.893497933,725827.7366433558,225456.23571823584,1062302.9122241559,181825.6485982594,0,3239954.8711925424,1843166.8959459784,354541.71174114913,187731.04044132898,0,93413.23731461876,719871.3366835688,41230.64906589813,147875.8069071954,33949.84169106401,0
23-24,North Clackamas SD 12-Milwaukie Academy of the Arts,1924,North Clackamas SD 12,4369,Milwaukie Academy of the Arts,Charter,High School,Not Virtual,Public,309.03,4207030.834753436,13613.664805208027,697.6078580656521,12916.056947142375,979392.0819894089,637713.2005690364,833507.4366264242,258903.64836978685,1497514.4671987796,208800.27398365954,277614.3,3720616.2607697765,2116608.7174063064,407139.51590928773,215581.75637802843,0,384885.7971477337,826667.3788394851,47347.39508893499,169813.825694076,38986.44828958357,0
23-24,North Clackamas SD 12-Cascade Heights Public Charter School,1924,North Clackamas SD 12,4475,Cascade Heights Public Charter School,Charter,Elementary,Not Virtual,Public,224.1378431372549,2956847.036438538,13192.091951325949,1174.3759419566052,12017.716009369344,817209.726000426,462530.0498841519,604538.5855234409,187781.46240161243,884787.212628907,151441.74694096152,106861.77,2698543.5194975766,1535165.2353653724,295296.16202910343,263222.0906624355,0,77803.45597772779,599577.5273760159,34340.81808692148,123165.07984971024,28276.667091251275,0
23-24,North Clackamas SD 12-Scouters Mountain Elementary,1924,North Clackamas SD 12,4713,Scouters Mountain Elementary,Regular,Elementary,Not Virtual,Public,553.67,7040093.365682733,12715.323867434996,697.6078580656521,12017.716009369344,1754716.415995457,1142551.4278842132,1493343.890356769,463861.7059602624,2185619.9254860315,374094.5788322583,0,6665998.786850475,3792197.3548404677,729446.7714250892,386244.5427752095,0,192191.72839460798,1481088.98049399,84829.40892111005,304244.96285810135,69849.61597415699,0
23-24,North Clackamas SD 12-Verne A Duncan Elementary School,1924,North Clackamas SD 12,4714,Verne A Duncan Elementary School,Regular,Elementary,Not Virtual,Public,397.2449504950495,5051098.200247737,12715.323867434996,697.6078580656521,12017.716009369344,1258966.9583054276,819753.2562860773,1071438.4376918732,332809.6527186477,1568129.8952457104,268403.8912144181,0,4782694.309033318,2720810.6823397684,523360.56965978525,277121.1990422475,0,137892.95723386505,1062645.8336826963,60863.067074955616,218288.46643114972,50115.4247832684,0
23-24,North Clackamas SD 12-Happy Valley Middle School,1924,North Clackamas SD 12,4715,Happy Valley Middle School,Regular,Junior High/Middle School,Not Virtual,Public,1129.9966161910309,14368272.943974596,12715.323867434994,697.6078580656521,12017.716009369342,3581237.2215394005,2331856.967748644,3047796.5988995233,946705.0013829456,4460677.154404083,763497.4049810552,0,13604775.538993541,7739574.437658365,1488743.0841508901,788294.5190424598,0,392248.0949768142,3022785.298528063,173130.1046369491,620939.8712641472,142557.53371690787,0
23-24,North Clackamas SD 12-Ardenwald Elementary School,1924,North Clackamas SD 12,4762,Ardenwald Elementary School,Regular,Elementary,Not Virtual,Public,404.1574257425743,10005492.071745642,24756.422706726615,1161.30991588549,23595.112790841125,4975117.562623693,1675929.1754355233,1420427.4607339983,338600.8867763444,1595416.9861760826,273074.39804413833,4866499.51,4865918.163701504,7119152.927678623,860561.1578328175,469352.0260936051,0,140292.43808944098,1081136.9762713257,61922.147735690945,222086.9127528589,50987.48529127944,0
