Address,CaseNumber,CouncilDistrict,CrimeAgainst,CustomCrimeAgainst,CustomCrimeCategory,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseCount,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,ReportMonthYear
500 BLOCK OF NW PARK AVE,26-900456,4,Property,Property,Larceny: Car Prowl - Other,Pearl,1/4/2026,245,Larceny Offenses,1,Theft From Motor Vehicle,45.526932908,-122.679280131,7643662,685739,1/4/2026,January 2026
500 BLOCK OF NW PARK AVE,26-900964,4,Property,Property,Larceny: Car Prowl - Other,Pearl,1/11/2026,0,Larceny Offenses,1,Theft From Motor Vehicle,45.526932908,-122.679280131,7643662,685739,1/11/2026,January 2026
500 BLOCK OF NW PARK AVE,26-901099,4,Property,Property,Vandalism,Pearl,1/12/2026,1900,Vandalism,1,Vandalism,45.526932908,-122.679280131,7643662,685739,1/13/2026,January 2026
500 BLOCK OF NW PARK AVE,26-902447,4,Property,Property,Larceny: Car Prowl - Other,Pearl,1/28/2026,2145,Larceny Offenses,1,Theft From Motor Vehicle,45.526932908,-122.679280131,7643662,685739,1/29/2026,January 2026
500 BLOCK OF SE 43RD AVE,26-26993,3,Property,Property,Vandalism,Sunnyside,1/28/2026,223,Vandalism,1,Vandalism,45.518939497,-122.617863049,7659320,682407,1/28/2026,January 2026
500 BLOCK OF SE 82ND AVE,26-27672,3,Society,Society,Weapon Law Violations,Montavilla,1/29/2026,401,Weapon Law Violations,1,Weapons Law Violations,45.518758422,-122.579105988,7669249,682083,1/29/2026,January 2026
500 BLOCK OF SE 82ND AVE,26-30728,3,Property,Property,Robbery,Montavilla,1/31/2026,2338,Robbery,1,Robbery,45.518758422,-122.579105988,7669249,682083,1/31/2026,January 2026
500 BLOCK OF SE 92ND AVE,26-12660,3,Property,Property,Larceny: Other,Montavilla,1/14/2026,215,Larceny Offenses,1,All Other Larceny,45.518885438,-122.569182122,7671793,682064,1/14/2026,January 2026
500 BLOCK OF SE 92ND AVE,26-12660,3,Property,Property,Vandalism,Montavilla,1/14/2026,215,Vandalism,1,Vandalism,45.518885438,-122.569182122,7671793,682064,1/14/2026,January 2026
500 BLOCK OF SE 105TH AVE,26-25072,1,Property,Property,Motor Vehicle Theft,Mill Park,1/25/2026,1600,Motor Vehicle Theft,1,Motor Vehicle Theft,45.518677223,-122.555561953,7675281,681899,1/26/2026,January 2026
500 BLOCK OF SE 122ND AVE,26-28544,1,Society,Society,Weapon Law Violations,Mill Park,1/29/2026,2256,Weapon Law Violations,1,Weapons Law Violations,45.518682421,-122.537711326,7679855,681785,1/29/2026,January 2026
500 BLOCK OF SE 160TH AVE,26-27584,1,Property,Property,Vandalism,Centennial,1/28/2026,2343,Vandalism,1,Vandalism,45.518701712,-122.499130541,7689741,681545,1/28/2026,January 2026
500 BLOCK OF SE 162ND AVE,26-902083,1,Property,Property,Vandalism,Centennial,1/24/2026,504,Vandalism,1,Vandalism,45.518837697,-122.496516669,7690412,681578,1/24/2026,January 2026
500 BLOCK OF SE BELMONT ST,26-901704,3,Property,Property,Larceny: Other,Buckman West,12/22/2025,1340,Larceny Offenses,1,Theft From Building,45.516474117,-122.660243471,7648437,681796,1/18/2026,January 2026
500 BLOCK OF SE GRAND AVE,26-25078,3,Property,Property,Vandalism,Buckman West,1/26/2026,1631,Vandalism,1,Vandalism,45.519009832,-122.660796574,7648320,682724,1/26/2026,January 2026
500 BLOCK OF SE MARION ST,26-15427,4,Property,Property,Vandalism,Sellwood-Moreland,1/16/2026,1533,Vandalism,1,Vandalism,45.460839533,-122.659419571,7648106,661513,1/16/2026,January 2026
500 BLOCK OF SE MARTIN LUTHER KING JR BLVD,26-12585,3,Property,Property,Larceny: Other,Buckman West,11/1/2025,0,Larceny Offenses,1,All Other Larceny,45.519014306,-122.661725619,7648082,682732,1/13/2026,January 2026
500 BLOCK OF SW 4TH AVE,26-10563,4,Society,Society,Drug Offenses,Downtown,1/12/2026,330,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.519541876,-122.676073191,7644411,683023,1/12/2026,January 2026
500 BLOCK OF SW 4TH AVE,26-29185,4,Property,Property,Vandalism,Downtown,1/30/2026,1440,Vandalism,1,Vandalism,45.519541876,-122.676073191,7644411,683023,1/30/2026,January 2026
500 BLOCK OF SW 10TH AVE,26-65,4,Person,Person,Assault: Simple/Intimidation,Downtown,1/1/2026,120,Assault Offenses,1,Simple Assault,45.521025323,-122.681617661,7643005,683602,1/1/2026,January 2026
500 BLOCK OF SW 10TH AVE,26-901148,4,Property,Property,Larceny: Other,Downtown,1/12/2026,1200,Larceny Offenses,1,All Other Larceny,45.521025323,-122.681617661,7643005,683602,1/13/2026,January 2026
500 BLOCK OF SW 13TH AVE,26-24566,4,Person,Person,Assault: Aggravated,Downtown,1/26/2026,126,Assault Offenses,1,Aggravated Assault,45.521814256,-122.684571365,7642256,683910,1/26/2026,January 2026
500 BLOCK OF SW 13TH AVE,26-900294,4,Property,Property,Vandalism,Downtown,1/2/2026,726,Vandalism,1,Vandalism,45.521814256,-122.684571365,7642256,683910,1/2/2026,January 2026
500 BLOCK OF SW 13TH AVE,26-901863,4,Property,Property,Fraud,Downtown,1/5/2026,1800,Fraud Offenses,1,Credit Card/ATM Fraud,45.521847747,-122.684685842,7642227,683923,1/20/2026,January 2026
500 BLOCK OF SW EDGEFIELD MEADOWS AVE,26-12080,1,Person,Person,Assault: Simple/Intimidation,Other,1/13/2026,1449,Assault Offenses,1,Simple Assault,45.537643226,-122.400292162,7715230,687838,1/13/2026,January 2026
500 BLOCK OF SW HARVEY MILK ST,26-1233,4,Property,Property,Larceny: Other,Downtown,1/2/2026,1013,Larceny Offenses,1,All Other Larceny,45.520976046,-122.676982911,7644192,683552,1/2/2026,January 2026
500 BLOCK OF SW OAK ST,26-901295,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/15/2026,1800,Larceny Offenses,1,Theft From Motor Vehicle,45.521569194,-122.676666089,7644279,683766,1/15/2026,January 2026
600 BLOCK OF N ALBERTA ST,26-7294,2,Society,Society,Weapon Law Violations,Humboldt,1/8/2026,1515,Weapon Law Violations,1,Weapons Law Violations,45.558973510,-122.673472826,7645464,697377,1/8/2026,January 2026
600 BLOCK OF NE 43RD AVE,26-16121,3,Property,Property,Larceny: Car Prowl - Other,Laurelhurst,1/16/2026,2000,Larceny Offenses,1,Theft From Motor Vehicle,45.527631783,-122.617984327,7659372,685576,1/17/2026,January 2026
600 BLOCK OF NE 82ND AVE,26-14046,3,Property,Property,Larceny: Shoplifting,Montavilla,1/15/2026,647,Larceny Offenses,1,Shoplifting,45.527398101,-122.579098403,7669332,685232,1/15/2026,January 2026
600 BLOCK OF NE 101ST AVE,26-10087,1,Property,Property,Vandalism,Hazelwood,1/11/2026,1400,Vandalism,1,Vandalism,45.526597958,-122.559388953,7674374,684811,1/11/2026,January 2026
600 BLOCK OF NE 102ND AVE,26-777,1,Person,Person,Assault: Simple/Intimidation,Hazelwood,1/1/2026,1938,Assault Offenses,1,Simple Assault,45.527173532,-122.558195914,7674685,685013,1/1/2026,January 2026
600 BLOCK OF NE BROADWAY,26-900678,2,Property,Property,Vandalism,Eliot,1/8/2026,905,Vandalism,1,Vandalism,45.535108359,-122.659109947,7648909,688580,1/8/2026,January 2026
600 BLOCK OF NE IRVING ST,26-902551,2,Property,Property,Vandalism,Lloyd,1/29/2026,1740,Vandalism,1,Vandalism,45.527905637,-122.659144394,7648830,685955,1/30/2026,January 2026
600 BLOCK OF NE LOMBARD ST,26-902175,2,Property,Property,Larceny: Car Prowl - Other,Woodlawn,1/25/2026,1507,Larceny Offenses,1,Theft From Motor Vehicle,45.577258059,-122.658706224,7649423,703940,1/26/2026,January 2026
600 BLOCK OF NE MARINE DR,26-16922,2,Property,Property,Burglary,East Columbia,1/18/2026,327,Burglary,1,Burglary,45.599485943,-122.658747366,7649629,712042,1/18/2026,January 2026
600 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-24170,2,Property,Property,Larceny: Car Prowl - Other,Lloyd,1/25/2026,1000,Larceny Offenses,1,Theft From Motor Vehicle,45.527614768,-122.661627622,7648191,685866,1/25/2026,January 2026
600 BLOCK OF NE MORRIS ST,26-900859,2,Property,Property,Larceny: Other,Eliot,1/9/2026,820,Larceny Offenses,1,All Other Larceny,45.544708979,-122.659076906,7649011,692079,1/9/2026,January 2026
600 BLOCK OF NW 6TH AVE,26-902500,4,Property,Property,Larceny: Car Prowl - Other,Old Town/Chinatown,1/29/2026,1600,Larceny Offenses,1,Theft From Motor Vehicle,45.527698379,-122.676530254,7644374,685999,1/29/2026,January 2026
600 BLOCK OF NW 13TH AVE,26-22266,4,Person,Person,Assault: Simple/Intimidation,Pearl,1/23/2026,1435,Assault Offenses,1,Simple Assault,45.527554949,-122.684378496,7642362,686001,1/23/2026,January 2026
600 BLOCK OF NW 18TH AVE,26-900664,4,Property,Property,Fraud,Northwest,12/3/2025,1100,Fraud Offenses,1,Credit Card/ATM Fraud,45.527463567,-122.689324557,7641094,686002,1/8/2026,January 2026
600 BLOCK OF NW 18TH AVE,26-900671,4,Property,Property,Fraud,Northwest,1/3/2026,1210,Fraud Offenses,1,Credit Card/ATM Fraud,45.527463567,-122.689324557,7641094,686002,1/8/2026,January 2026
600 BLOCK OF NW COUCH ST,26-25765,4,Property,Property,Larceny: Other,Old Town/Chinatown,12/26/2025,1200,Larceny Offenses,1,Pocket-Picking,45.523810713,-122.676958892,7644226,684585,1/27/2026,January 2026
600 BLOCK OF NW COUCH ST,26-901590,4,Property,Property,Larceny: Other,Old Town/Chinatown,1/16/2026,1200,Larceny Offenses,1,All Other Larceny,45.523810713,-122.676958892,7644226,684585,1/18/2026,January 2026
600 BLOCK OF NW EVERETT ST,26-902369,4,Property,Property,Burglary,Old Town/Chinatown,1/1/2026,955,Burglary,1,Burglary,45.525236459,-122.677009657,7644227,685105,1/28/2026,January 2026
600 BLOCK OF NW EVERETT ST,26-902400,4,Property,Property,Burglary,Old Town/Chinatown,1/27/2026,1340,Burglary,1,Burglary,45.525236459,-122.677009657,7644227,685105,1/27/2026,January 2026
600 BLOCK OF NW HOYT ST,26-2604,4,Society,Society,Drug Offenses,Old Town/Chinatown,1/3/2026,1857,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.527375040,-122.677087759,7644228,685885,1/3/2026,January 2026
600 BLOCK OF NW IRVING ST,26-17531,4,Property,Property,Motor Vehicle Theft,Old Town/Chinatown,1/18/2026,1700,Motor Vehicle Theft,1,Motor Vehicle Theft,45.528000216,-122.677107830,7644229,686113,1/18/2026,January 2026
600 BLOCK OF S BANCROFT ST,26-29600,4,Person,Person,Assault: Aggravated,South Portland,1/30/2026,2100,Assault Offenses,1,Aggravated Assault,45.493116101,-122.671507047,7645322,673360,1/31/2026,January 2026
600 BLOCK OF S GAINES ST,26-5108,4,Property,Property,Larceny: Car Prowl - Other,South Portland,1/6/2026,905,Larceny Offenses,1,Theft From Motor Vehicle,45.496386264,-122.671378473,7645387,674551,1/6/2026,January 2026
600 BLOCK OF S GAINES ST,26-18954,4,Property,Property,Larceny: Car Prowl - Other,South Portland,1/20/2026,600,Larceny Offenses,1,Theft From Motor Vehicle,45.496386264,-122.671378473,7645387,674551,1/20/2026,January 2026
600 BLOCK OF S LOWELL ST,26-7914,4,Property,Property,Burglary,South Portland,1/9/2026,300,Burglary,1,Burglary,45.493997884,-122.671451028,7645345,673681,1/9/2026,January 2026
600 BLOCK OF S LOWELL ST,26-900001,4,Property,Property,Larceny: Car Prowl - Other,South Portland,12/30/2025,2200,Larceny Offenses,1,Theft From Motor Vehicle,45.493997884,-122.671451028,7645345,673681,1/1/2026,January 2026
600 BLOCK OF S LOWELL ST,26-901027,4,Property,Property,Larceny: Car Prowl - Other,South Portland,1/10/2026,2100,Larceny Offenses,1,Theft From Motor Vehicle,45.493997884,-122.671451028,7645345,673681,1/12/2026,January 2026
600 BLOCK OF S NEBRASKA ST,26-7068,4,Property,Property,Burglary,South Portland,12/15/2025,0,Burglary,1,Burglary,45.477205066,-122.672540904,7644901,667568,1/8/2026,January 2026
600 BLOCK OF S NEVADA ST,26-901229,4,Property,Property,Larceny: Other,South Portland,12/6/2025,1600,Larceny Offenses,1,All Other Larceny,45.472919805,-122.672084602,7644976,666003,1/13/2026,January 2026
600 BLOCK OF S PALATINE HILL RD,26-18232,4,Property,Property,Burglary,Collins View,12/21/2025,2145,Burglary,1,Burglary,45.450652266,-122.672496836,7644652,657890,1/19/2026,January 2026
600 BLOCK OF SE 33RD AVE,26-7841,3,Property,Property,Motor Vehicle Theft,Sunnyside,1/9/2026,736,Motor Vehicle Theft,1,Motor Vehicle Theft,45.518235299,-122.630871925,7655980,682238,1/9/2026,January 2026
600 BLOCK OF SE 46TH AVE,26-901878,3,Property,Property,Fraud,Sunnyside,1/22/2026,1010,Fraud Offenses,1,Credit Card/ATM Fraud,45.518139574,-122.615265224,7659978,682098,1/23/2026,January 2026
600 BLOCK OF SE 128TH AVE,26-26686,1,Property,Property,Larceny: Car Prowl - Other,Mill Park,1/28/2026,753,Larceny Offenses,1,Theft From Motor Vehicle,45.517786092,-122.531778438,7681367,681420,1/28/2026,January 2026
600 BLOCK OF SE 146TH AVE,26-7117,1,Property,Property,Vandalism,Centennial,1/8/2026,1143,Vandalism,1,Vandalism,45.518126654,-122.513210330,7686128,681425,1/8/2026,January 2026
600 BLOCK OF SE DIVISION PL,26-4641,3,Property,Property,Larceny: Car Prowl - Other,Hosford-Abernethy,1/5/2026,1930,Larceny Offenses,1,Theft From Motor Vehicle,45.504919653,-122.659269440,7648574,677578,1/5/2026,January 2026
600 BLOCK OF SE GRAND AVE,26-3588,3,Property,Property,Robbery,Buckman West,1/4/2026,2028,Robbery,1,Robbery,45.518293662,-122.660800543,7648312,682463,1/4/2026,January 2026
600 BLOCK OF SE GRAND AVE,26-8732,3,Person,Person,Assault: Aggravated,Buckman West,1/10/2026,447,Assault Offenses,1,Aggravated Assault,45.518293662,-122.660800543,7648312,682463,1/10/2026,January 2026
600 BLOCK OF SE GRAND AVE,26-18110,3,Property,Property,Larceny: Shoplifting,Buckman West,1/19/2026,1150,Larceny Offenses,1,Shoplifting,45.518293662,-122.660800543,7648312,682463,1/19/2026,January 2026
600 BLOCK OF SE GRAND AVE,26-19219,3,Property,Property,Burglary,Buckman West,1/20/2026,1555,Burglary,1,Burglary,45.518293662,-122.660800543,7648312,682463,1/20/2026,January 2026
600 BLOCK OF SE GRAND AVE,26-900734,3,Property,Property,Larceny: Other,Buckman West,1/9/2026,20,Larceny Offenses,1,All Other Larceny,45.518293662,-122.660800543,7648312,682463,1/9/2026,January 2026
600 BLOCK OF SE GRANT ST,26-12800,3,Property,Property,Larceny: Car Prowl - Other,Hosford-Abernethy,1/13/2026,800,Larceny Offenses,1,Theft From Motor Vehicle,45.507194141,-122.659270070,7648596,678407,1/14/2026,January 2026
600 BLOCK OF SE MARTIN LUTHER KING JR BLVD,26-18377,3,Property,Property,Larceny: Shoplifting,Buckman West,1/19/2026,1651,Larceny Offenses,1,Shoplifting,45.518301271,-122.661854586,7648042,682473,1/19/2026,January 2026
600 BLOCK OF SE MORRISON ST,26-4489,3,Person,Person,Assault: Simple/Intimidation,Buckman West,1/2/2026,2300,Assault Offenses,1,Simple Assault,45.517264621,-122.659204201,7648711,682077,1/5/2026,January 2026
600 BLOCK OF SE PINE ST,26-900994,3,Property,Property,Larceny: Car Prowl - Other,Buckman West,1/10/2026,2000,Larceny Offenses,1,Theft From Motor Vehicle,45.520743659,-122.659199897,7648746,683345,1/12/2026,January 2026
600 BLOCK OF SE TAYLOR ST,26-21398,3,Society,Society,Weapon Law Violations,Buckman West,1/22/2026,1715,Weapon Law Violations,1,Weapons Law Violations,45.515127077,-122.659216585,7648687,681298,1/22/2026,January 2026
600 BLOCK OF SE TAYLOR ST,26-900633,3,Property,Property,Larceny: Other,Buckman West,1/5/2026,534,Larceny Offenses,1,Theft From Building,45.515127077,-122.659216585,7648687,681298,1/5/2026,January 2026
600 BLOCK OF SE TAYLOR ST,26-901091,3,Property,Property,Vandalism,Buckman West,1/13/2026,626,Vandalism,1,Vandalism,45.515127077,-122.659216585,7648687,681298,1/13/2026,January 2026
600 BLOCK OF SW 3RD AVE,26-8046,4,Property,Property,Motor Vehicle Theft,Downtown,1/8/2026,815,Motor Vehicle Theft,1,Motor Vehicle Theft,45.518602328,-122.675412732,7644571,682676,1/9/2026,January 2026
600 BLOCK OF SW 5TH AVE,26-429,4,Property,Property,Larceny: Shoplifting,Downtown,1/1/2026,1217,Larceny Offenses,1,Shoplifting,45.519120097,-122.677337167,7644083,682878,1/1/2026,January 2026
600 BLOCK OF SW 5TH AVE,26-429,4,Society,Society,Drug Offenses,Downtown,1/1/2026,1217,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.519120097,-122.677337167,7644083,682878,1/1/2026,January 2026
600 BLOCK OF SW 5TH AVE,26-24233,4,Property,Property,Larceny: Other,Downtown,1/25/2026,1641,Larceny Offenses,1,Theft From Building,45.519150854,-122.677451530,7644054,682890,1/25/2026,January 2026
600 BLOCK OF SW 5TH AVE,26-900184,4,Property,Property,Larceny: Shoplifting,Downtown,1/1/2026,1201,Larceny Offenses,1,Shoplifting,45.519120097,-122.677337167,7644083,682878,1/1/2026,January 2026
600 BLOCK OF SW 5TH AVE,26-900185,4,Property,Property,Larceny: Shoplifting,Downtown,1/4/2026,1619,Larceny Offenses,1,Shoplifting,45.519120097,-122.677337167,7644083,682878,1/4/2026,January 2026
600 BLOCK OF SW 5TH AVE,26-900348,4,Property,Property,Vandalism,Downtown,1/6/2026,1144,Vandalism,1,Vandalism,45.519150854,-122.677451530,7644054,682890,1/6/2026,January 2026
600 BLOCK OF SW 5TH AVE,26-900602,4,Property,Property,Larceny: Shoplifting,Downtown,1/2/2026,1756,Larceny Offenses,1,Shoplifting,45.519120097,-122.677337167,7644083,682878,1/7/2026,January 2026
600 BLOCK OF SW 5TH AVE,26-901239,4,Property,Property,Larceny: Shoplifting,Downtown,1/13/2026,1215,Larceny Offenses,1,Shoplifting,45.519120097,-122.677337167,7644083,682878,1/13/2026,January 2026
600 BLOCK OF SW 5TH AVE,26-902451,4,Property,Property,Larceny: Shoplifting,Downtown,1/24/2026,1820,Larceny Offenses,1,Shoplifting,45.519120097,-122.677337167,7644083,682878,1/29/2026,January 2026
600 BLOCK OF SW 10TH AVE,26-16547,4,Property,Property,Robbery,Downtown,1/17/2026,1841,Robbery,1,Robbery,45.520359989,-122.681978490,7642906,683362,1/17/2026,January 2026
600 BLOCK OF SW 11TH AVE,26-4143,4,Property,Property,Larceny: Car Prowl - Other,Downtown,9/26/2025,1730,Larceny Offenses,1,Theft From Motor Vehicle,45.520600742,-122.682881523,7642677,683456,1/5/2026,January 2026
600 BLOCK OF SW 11TH AVE,26-17026,4,Property,Property,Robbery,Downtown,1/18/2026,0,Robbery,1,Robbery,45.520600742,-122.682881523,7642677,683456,1/18/2026,January 2026
600 BLOCK OF SW 14TH AVE,26-902366,4,Property,Property,Vandalism,Goose Hollow,1/26/2026,2030,Vandalism,1,Vandalism,45.521450917,-122.686075667,7641867,683788,1/28/2026,January 2026
600 BLOCK OF SW JACKSON ST,26-902524,4,Property,Property,Larceny: Other,Downtown,1/30/2026,1105,Larceny Offenses,1,All Other Larceny,45.509260405,-122.684505995,7642149,679334,1/30/2026,January 2026
600 BLOCK OF SW OAK ST,26-2324,4,Property,Property,Vandalism,Downtown,1/3/2026,200,Vandalism,1,Vandalism,45.521837929,-122.677687282,7644020,683871,1/3/2026,January 2026
600 BLOCK OF SW OAK ST,26-12228,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/13/2026,1212,Larceny Offenses,1,Theft From Motor Vehicle,45.521837929,-122.677687282,7644020,683871,1/13/2026,January 2026
600 BLOCK OF SW OAK ST,26-12228,4,Property,Property,Vandalism,Downtown,1/13/2026,1212,Vandalism,1,Vandalism,45.521837929,-122.677687282,7644020,683871,1/13/2026,January 2026
600 BLOCK OF SW OAK ST,26-17046,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/17/2026,2230,Larceny Offenses,1,Theft From Motor Vehicle,45.521837929,-122.677687282,7644020,683871,1/18/2026,January 2026
600 BLOCK OF SW OAK ST,26-17046,4,Property,Property,Vandalism,Downtown,1/17/2026,2230,Vandalism,1,Vandalism,45.521837929,-122.677687282,7644020,683871,1/18/2026,January 2026
600 BLOCK OF SW OAK ST,26-901287,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/15/2026,305,Larceny Offenses,1,Theft From Motor Vehicle,45.521837929,-122.677687282,7644020,683871,1/15/2026,January 2026
600 BLOCK OF SW OAK ST,26-902081,4,Property,Property,Vandalism,Downtown,1/23/2026,1800,Vandalism,1,Vandalism,45.521837929,-122.677687282,7644020,683871,1/24/2026,January 2026
600 BLOCK OF SW OAK ST,26-902092,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/24/2026,1100,Larceny Offenses,1,Theft From Motor Vehicle,45.521837929,-122.677687282,7644020,683871,1/24/2026,January 2026
600 BLOCK OF SW SHERMAN ST,26-5345,4,Property,Property,Burglary,Southwest Hills,1/6/2026,2249,Burglary,1,Burglary,45.506600296,-122.685016294,7641992,678368,1/6/2026,January 2026
700 BLOCK OF E BURNSIDE ST,26-14797,3,Person,Person,Assault: Aggravated,Buckman West,1/16/2026,40,Assault Offenses,1,Aggravated Assault,45.522878317,-122.658172595,7649030,684116,1/16/2026,January 2026
700 BLOCK OF E BURNSIDE ST,26-21301,3,Property,Property,Fraud,Buckman West,1/22/2026,1514,Fraud Offenses,1,Identity Theft,45.522878317,-122.658172595,7649030,684116,1/22/2026,January 2026
700 BLOCK OF E BURNSIDE ST,26-22100,3,Property,Property,Motor Vehicle Theft,Kerns,1/22/2025,2030,Motor Vehicle Theft,1,Motor Vehicle Theft,45.522966125,-122.658172030,7649031,684148,1/23/2026,January 2026
700 BLOCK OF N BLANDENA ST,26-900658,2,Property,Property,Larceny: Other,Humboldt,1/3/2026,1412,Larceny Offenses,1,All Other Larceny,45.556925058,-122.674433215,7645198,696637,1/8/2026,January 2026
700 BLOCK OF N COOK ST,26-6096,2,Property,Property,Burglary,Boise,1/3/2026,500,Burglary,1,Burglary,45.547135555,-122.674007377,7645211,693066,1/7/2026,January 2026
700 BLOCK OF N COOK ST,26-24047,2,Property,Property,Larceny: Car Prowl - Other,Boise,1/25/2026,200,Larceny Offenses,1,Theft From Motor Vehicle,45.547135555,-122.674007377,7645211,693066,1/25/2026,January 2026
700 BLOCK OF N EMERSON ST,26-902022,2,Property,Property,Vandalism,Humboldt,1/22/2026,1837,Vandalism,1,Vandalism,45.561111107,-122.674472561,7645229,698163,1/22/2026,January 2026
700 BLOCK OF N JESSUP ST,26-901303,2,Property,Property,Vandalism,Humboldt,1/15/2026,844,Vandalism,1,Vandalism,45.564063864,-122.674585729,7645229,699240,1/15/2026,January 2026
700 BLOCK OF N KNOTT ST,26-1299,2,Property,Property,Fraud,Eliot,1/2/2026,1134,Fraud Offenses,1,Identity Theft,45.541887946,-122.673954747,7645173,691153,1/2/2026,January 2026
700 BLOCK OF NE 20TH AVE,26-901029,3,Property,Property,Fraud,Kerns,1/12/2026,1455,Fraud Offenses,1,Identity Theft,45.528248298,-122.645389920,7652357,685986,1/12/2026,January 2026
700 BLOCK OF NE 21ST AVE,26-900460,3,Property,Property,Larceny: Car Prowl - Other,Kerns,1/3/2026,2350,Larceny Offenses,1,Theft From Motor Vehicle,45.528245706,-122.644499835,7652585,685979,1/4/2026,January 2026
700 BLOCK OF NE 52ND AVE,26-17251,3,Property,Property,Motor Vehicle Theft,Rose City Park,1/18/2026,400,Motor Vehicle Theft,1,Motor Vehicle Theft,45.528821051,-122.610159337,7661388,685957,1/18/2026,January 2026
700 BLOCK OF NE 87TH AVE,26-3567,3,Person,Person,Assault: Aggravated,Montavilla,1/4/2026,2057,Assault Offenses,1,Aggravated Assault,45.528428626,-122.573538699,7670766,685571,1/4/2026,January 2026
700 BLOCK OF NE 87TH AVE,26-13032,3,Property,Property,Vandalism,Montavilla,1/14/2026,1238,Vandalism,1,Vandalism,45.528428626,-122.573538699,7670766,685571,1/14/2026,January 2026
700 BLOCK OF NE EMERSON ST,26-17333,2,Property,Property,Vandalism,King,1/18/2026,1636,Vandalism,1,Vandalism,45.561760112,-122.658374358,7649357,698289,1/18/2026,January 2026
700 BLOCK OF NE EMERSON ST,26-21872,2,Property,Property,Vandalism,King,1/23/2026,547,Vandalism,1,Vandalism,45.561760112,-122.658374358,7649357,698289,1/23/2026,January 2026
700 BLOCK OF NE GRAND AVE,26-23178,2,Property,Property,Motor Vehicle Theft,Lloyd,1/24/2006,835,Motor Vehicle Theft,1,Motor Vehicle Theft,45.528297916,-122.660607502,7648459,686108,1/24/2026,January 2026
700 BLOCK OF NE GRAND AVE,26-900949,2,Property,Property,Larceny: Car Prowl - Other,Lloyd,1/10/2026,1358,Larceny Offenses,1,Theft From Motor Vehicle,45.528298311,-122.660732428,7648427,686109,1/11/2026,January 2026
700 BLOCK OF NE KILLINGSWORTH CT,26-1843,2,Property,Property,Vandalism,King,1/2/2026,2142,Vandalism,1,Vandalism,45.562240855,-122.658341870,7649370,698464,1/2/2026,January 2026
700 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-15210,2,Property,Property,Larceny: Other,Lloyd,1/16/2026,945,Larceny Offenses,1,All Other Larceny,45.528301097,-122.661751341,7648166,686117,1/16/2026,January 2026
700 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-21656,2,Property,Property,Larceny: Car Prowl - Other,Lloyd,1/22/2026,2146,Larceny Offenses,1,Theft From Motor Vehicle,45.528301097,-122.661751341,7648166,686117,1/22/2026,January 2026
700 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-901515,2,Property,Property,Larceny: Car Prowl - Other,Lloyd,12/28/2025,2000,Larceny Offenses,1,Theft From Motor Vehicle,45.528300704,-122.661626415,7648198,686116,1/16/2026,January 2026
700 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-902152,2,Property,Property,Larceny: Other,Lloyd,1/23/2026,1140,Larceny Offenses,1,All Other Larceny,45.528301097,-122.661751341,7648166,686117,1/24/2026,January 2026
700 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-902796,2,Property,Property,Larceny: Car Prowl - Other,Lloyd,1/31/2026,1310,Larceny Offenses,1,Theft From Motor Vehicle,45.528301097,-122.661751341,7648166,686117,1/31/2026,January 2026
700 BLOCK OF NW 19TH AVE,26-902007,4,Property,Property,Larceny: Car Prowl - Other,Northwest,1/22/2026,2100,Larceny Offenses,1,Theft From Motor Vehicle,45.528154694,-122.690491032,7640802,686262,1/23/2026,January 2026
700 BLOCK OF NW 23RD AVE,26-902207,4,Property,Property,Larceny: Shoplifting,Northwest,1/24/2026,1900,Larceny Offenses,1,Shoplifting,45.528005237,-122.698604543,7638722,686264,1/26/2026,January 2026
700 BLOCK OF NW EVERETT ST,26-5819,4,Property,Property,Arson,Pearl,1/7/2026,306,Arson,1,Arson,45.525217315,-122.678019874,7643968,685105,1/7/2026,January 2026
700 BLOCK OF NW FLANDERS ST,26-901305,4,Property,Property,Vandalism,Pearl,1/14/2026,2100,Vandalism,1,Vandalism,45.525930077,-122.678051121,7643967,685365,1/15/2026,January 2026
700 BLOCK OF NW HOYT ST,26-901124,4,Property,Property,Larceny: Car Prowl - Other,Pearl,1/12/2026,930,Larceny Offenses,1,Theft From Motor Vehicle,45.527349907,-122.678413962,7643888,685885,1/13/2026,January 2026
